,유형,상세분류,시군구코드,도로명코드,도로명주소,기관명,위치X,위치Y,전화번호,가점척도
538,우체국,우체국,27710,4244269,대구광역시 달성군 현풍읍 비슬로130길 7,달성우체국,1085041.435,1744678.956,053-614-2005,0
541,우체국,우체국,27710,4244144,대구광역시 달성군 논공읍 논공중앙로33길 9,달성공단우체국,1086158.031,1748659.701,053-615-5300,0
544,우체국,우체국,27710,4244502,대구광역시 달성군 구지면 창리로11길 18,달성구지우체국,1082653.736,1740567.002,053-614-4800,0
547,우체국,우체국,27710,4244613,대구광역시 달성군 논공읍 비슬로366길 3,달성논공우체국,1083633.28,1753683.522,053-611-1600,0
550,우체국,우체국,27710,3007026,대구광역시 달성군 옥포읍 비슬로 2302,달성옥포우체국,1087923.883,1755362.76,053-614-4200,0
553,우체국,우체국,27710,4244334,대구광역시 달성군 유가읍 비슬로64길 52-4,달성유가우체국,1085886.459,1742268.066,053-614-2701,0
556,우체국,우체국,27290,3147045,대구광역시 달서구 학산로 65,대구달서우체국,1093424.842,1759847.296,053-640-4679,0
559,우체국,우체국,27290,2007002,대구광역시 달서구 달구벌대로 1578-11,대구감삼동우체국,1093904.629,1762040.356,053-552-0100,0
562,우체국,우체국,27290,3147049,대구광역시 달서구 호산로 124,대구강창우체국,1088343.71,1762033.098,053-593-9115,0
565,우체국,우체국,27710,3148038,대구광역시 달성군 다사읍 왕선로 39,대구다사우체국,1087045.307,1763360.629,053-591-1151,0
568,우체국,우체국,27290,3147006,대구광역시 달서구 도원로 6,대구도원동우체국,1093567.879,1757463.287,053-635-0013,0
571,우체국,우체국,27290,3007011,대구광역시 달서구 성당로 247,대구두류동우체국,1096945.944,1762511.162,053-622-0017,0
574,우체국,우체국,27710,3007031,대구광역시 달성군 화원읍 화암로 76,대구명곡우체국,1090086.728,1756146.131,053-634-6400,0
576,우체국,우체국,27290,3143012,대구광역시 달서구 당산로 36,대구본리동우체국,1094375.201,1760958.882,053-624-2005,0
578,우체국,우체국,27290,4241197,대구광역시 달서구 상인서로10길 6-4,대구상인1동우체국,1094420.386,1758025.67,053-635-0014,0
580,우체국,우체국,27290,3147024,대구광역시 달서구 송현로 47,대구상인동우체국,1094554.673,1758970.376,053-633-0013,0
582,우체국,우체국,27290,3147018,대구광역시 달서구 성서공단로 118,대구성서공단우체국,1089919.688,1760269.513,053-582-2105,0
584,우체국,우체국,27290,3147021,대구광역시 달서구 성서로 406,대구성서우체국,1090994.462,1762381.832,053-589-1500,0
586,우체국,우체국,27290,3147015,대구광역시 달서구 선원로 58,대구신당동우체국,1090161.795,1762949.487,053-584-1491,0
588,우체국,우체국,27290,3147027,대구광역시 달서구 용산로 214,대구용산동우체국,1093083.227,1762727,053-521-2005,0
590,우체국,우체국,27290,3147008,대구광역시 달서구 상원로 97,대구월배우체국,1093240.365,1758383.065,053-632-5144,0
592,우체국,우체국,27290,3147036,대구광역시 달서구 장기로 273,대구장기동우체국,1093041.44,1761243.843,053-522-3005,0
594,우체국,우체국,27290,3007013,대구광역시 달서구 월배로 32,대구진천동우체국,1092008.855,1757801.724,053-636-0014,0
596,우체국,우체국,27710,4244545,대구광역시 달성군 하빈면 하빈로90길 1,대구하빈우체국,1085358.477,1767784.924,053-582-1105,0
598,우체국,우체국,27710,3007026,대구광역시 달성군 화원읍 비슬로 2589,대구화원우체국,1090322.047,1756886.49,053-632-0115,0
600,우체국,우체국,27260,2007002,대구광역시 수성구 달구벌대로 2320,대구수성우체국,1100749.91,1763103.413,053-757-1030,0
602,우체국,우체국,27710,4244016,대구광역시 달성군 가창면 가창로216길 1,대구가창우체국,1101451.924,1756692.69,053-767-6001,0
604,우체국,우체국,27260,2007002,대구광역시 수성구 달구벌대로 3070,대구고산우체국,1107714.711,1761339.934,053-792-1600,0
606,우체국,우체국,27260,3007001,대구광역시 수성구 국채보상로 1075,대구만촌1동우체국,1103528.546,1764197.602,053-742-0900,0
608,우체국,우체국,27260,4238225,대구광역시 수성구 범안로16길 6,대구범물동우체국,1103551.787,1758528.114,053-784-9356,0
610,우체국,우체국,27260,2007002,대구광역시 수성구 달구벌대로 2465,대구범어2동우체국,1102235.914,1763096.346,053-756-8361,0
613,우체국,우체국,27260,3007004,대구광역시 수성구 동대구로 401,대구범어3동우체국,1101678.527,1763873.894,053-751-1494,0
615,우체국,우체국,27260,3007004,대구광역시 수성구 동대구로 364,대구법원우체국,1101920.869,1763450.097,053-743-0440,0
617,우체국,우체국,27260,3146017,대구광역시 수성구 수성로 82,대구상동우체국,1100396.902,1760150.918,053-766-8077,0
618,우체국,우체국,27260,2007002,대구광역시 수성구 달구벌대로 3182,대구신매동우체국,1108787.303,1761113.404,053-793-6001,0
619,우체국,우체국,27260,3146008,대구광역시 수성구 들안로 137,대구중동우체국,1100822.043,1761210.321,053-764-0014,0
620,우체국,우체국,27260,3146024,대구광역시 수성구 지범로 149,대구지산동우체국,1102682.01,1759142.119,053-782-2314,0
621,우체국,우체국,27260,3146031,대구광역시 수성구 파동로 49,대구파동우체국,1101185.108,1757496.691,053-765-0114,0
622,우체국,우체국,27260,3146028,대구광역시 수성구 청수로 243,대구황금동우체국,1102458.091,1761095.289,053-763-0177,0
623,우체국,우체국,27260,3146010,대구광역시 수성구 무열로 56,제503군사우체국,1103827.625,1763570.522,053-752-8037,0
624,우체국,우체국,27110,4223003,대구광역시 중구 경상감영길 80,대구우체국,1098564.144,1764422.016,053-250-2000,0
625,우체국,우체국,27200,2007001,대구광역시 남구 중앙대로 200,남대구우체국,1098514.537,1762120.498,053-470-2014,0
626,우체국,우체국,27110,3141001,대구광역시 중구 남산로 79,대구남산4동우체국,1097688.635,1763563.989,053-253-6423,0
627,우체국,우체국,27110,2007001,대구광역시 중구 중앙대로 265,대구남산동우체국,1098435.235,1762859.104,053-256-5017,0
628,우체국,우체국,27200,3144010,대구광역시 남구 현충로 163,대구대명동우체국,1097506.102,1761750.224,053-623-0484,0
629,우체국,우체국,27110,3141012,대구광역시 중구 대봉로 224,대구대봉동우체국,1099467.171,1763010.394,053-424-5124,0
630,우체국,우체국,27110,3141004,대구광역시 중구 달성로 56,대구동산의료원우체국,1097726.694,1764275.549,053-256-2954,0
631,우체국,우체국,27110,3141005,대구광역시 중구 동덕로 167,대구동인동우체국,1099620.504,1764245.901,053-422-0040,0
632,우체국,우체국,27200,4232296,대구광역시 남구 중앙대로22길 269,대구봉덕동우체국,1099837.031,1761150.057,053-471-0015,0
633,우체국,우체국,27110,4223076,대구광역시 중구 동덕로30길 108,대구삼덕동우체국,1100178.3,1763839.427,053-426-1210,0
634,우체국,우체국,27110,2007002,대구광역시 중구 달구벌대로 2095,대구삼성생명빌딩우체국,1098659.543,1763857.371,053-255-5130,0
635,우체국,우체국,27200,3144003,대구광역시 남구 대명로 79,대구안지랑우체국,1096291.929,1760877.076,053-654-0044,0
636,우체국,우체국,27110,3141011,대구광역시 중구 태평로 177,대구역전우체국,1099085.374,1764806.609,053-422-4159,0
637,우체국,우체국,27140,3142010,대구광역시 동구 동촌로 1,동대구우체국,1103270.175,1766797.649,053-940-1811,0
638,우체국,우체국,27140,3000048,대구광역시 동구 팔공로 1017,대구공산우체국,1107298.724,1773731.697,053-982-0001,0
639,우체국,우체국,27140,3142011,대구광역시 동구 동호로 63,대구동호동우체국,1110505.964,1763959.46,053-961-0073,0
640,우체국,우체국,27140,3142010,대구광역시 동구 동촌로 250,대구방촌동우체국,1105340.487,1765505.049,053-982-4000,0
641,우체국,우체국,27140,4226405,대구광역시 동구 팔공로47길 22,대구불로봉무동우체국,1102724.103,1769874.659,053-983-1808,0
642,우체국,우체국,27140,3141014,대구광역시 동구 신암로 76,대구신암2동우체국,1100103.609,1765148.515,053-943-3007,0
643,우체국,우체국,27140,3142028,대구광역시 동구 아양로 106,대구신암동우체국,1101585.694,1765833.957,053-952-7620,0
644,우체국,우체국,27140,4226069,대구광역시 동구 동부로30길 12-1,대구신천4동우체국,1101850.032,1764984.242,053-756-8351,0
645,우체국,우체국,27140,3142020,대구광역시 동구 송라로 11,대구신천동우체국,1101028.092,1764148.227,053-423-5800,0
646,우체국,우체국,27140,3000052,대구광역시 동구 경안로 780,대구안심우체국,1109590.491,1764573.335,053-962-2000,0
647,우체국,우체국,27140,4226236,대구광역시 동구 안심로16길 49,대구율하동우체국,1107746.91,1763670.275,053-961-4008,0
648,우체국,우체국,27140,4226366,대구광역시 동구 화랑로25길 13,대구효목동우체국,1102939.447,1764913.488,053-743-9694,0
649,우체국,우체국,27230,4235091,대구광역시 북구 구암로65길 38,북대구우체국,1096123.05,1772173.585,053-310-3024,0
650,우체국,우체국,27230,3007022,대구광역시 북구 원대로 60,대구고성동우체국,1097647.937,1765665.219,053-357-4821,0
651,우체국,우체국,27230,3007024,대구광역시 북구 팔달로 195,대구노원동우체국,1096699.93,1766302.194,053-357-4122,0
652,우체국,우체국,27230,3145025,대구광역시 북구 동천로 3,대구동천동우체국,1095443.709,1771114.093,053-321-9606,0
653,우체국,우체국,27230,3145006,대구광역시 북구 경진로 5,대구복현동우체국,1100525.782,1767156.053,053-952-0990,0
654,우체국,우체국,27230,3145034,대구광역시 북구 연암로 42,대구산격동우체국,1099167.13,1766588.496,053-941-8211,0
655,우체국,우체국,27230,4235489,대구광역시 북구 호국로43길 17,대구서변동우체국,1098984.365,1769917.197,053-951-9930,0
656,우체국,우체국,27230,4235077,대구광역시 북구 구암로15길 16,대구읍내동우체국,1094691.633,1771330.396,053-321-9437,0
657,우체국,우체국,27230,3145037,대구광역시 북구 유통단지로 115,대구종합유통단지우체국,1100578.723,1768767.775,053-380-7480,0
658,우체국,우체국,27230,2145001,대구광역시 북구 칠곡중앙대로 577,대구칠곡우체국,1094796.826,1772798.158,053-324-0001,0
659,우체국,우체국,27230,3145026,대구광역시 북구 매전로 74,대구태전동우체국,1094455.81,1768914.893,053-314-9561,0
660,우체국,우체국,27170,3143006,대구광역시 서구 서대구로 97,서대구우체국,1095262.894,1763874.056,053-560-5335,0
661,우체국,우체국,27170,3143010,대구광역시 서구 통학로 58,대구내당1동우체국,1096057.007,1763735.286,053-551-6360,0
662,우체국,우체국,27170,3143006,대구광역시 서구 서대구로 358,대구비산7동우체국,1095730.647,1766272.739,053-354-0100,0
663,우체국,우체국,27170,3143002,대구광역시 서구 달서로 157,대구비산동우체국,1096675.752,1764942.621,053-558-0014,0
664,우체국,우체국,27170,3141016,대구광역시 서구 큰장로 101,대구서문우체국,1097241.894,1764022.129,053-571-0418,0
665,우체국,우체국,27170,3143015,대구광역시 서구 평리로 148,대구중리동우체국,1093958.422,1762942.255,053-559-0201,0
666,우체국,우체국,27170,3007001,대구광역시 서구 국채보상로 279,대구평리3동우체국,1095821.317,1764446.42,053-559-0221,0
667,우체국,집중국,27230,3145037,대구광역시 북구 유통단지로 115,대구우편집중국,1100578.723,1768767.775,053-380-7114,0
668,우체국,우체국,27200,4232184,대구광역시 남구 삼정2길 36,대구봉덕3동우체국,1098878.065,1760783.051,053-473-1414,0
669,우체국,우체국,27200,3141013,대구광역시 남구 명덕로 104,대구대명3동우체국,1097455.106,1762646.735,053-622-0020,0
670,우체국,우체국,27230,3145034,대구광역시 북구 연암로 40,경북도청우체국,1099117.244,1766706.258,053-941-8211,0
671,우체국,우체국,27230,3018037,대구광역시 북구 호국로 780,제79군사우체국,1096387.58,1773838.329,053-321-7467,0
672,우체국,우체국,27290,4241075,대구광역시 달서구 달구벌대로344길 34,대구두류3동우체국,1095043.336,1762558.431,053-625-2006,0
673,우체국,우체국,27110,3141003,대구광역시 중구 달성공원로 74,대구달성동우체국,1097339.756,1764988.719,053-562-5051,0
674,우체국,우체국,27140,4226324,대구광역시 동구 팔공로30길 4,대구불로동우체국,1103006.893,1768923.961,053-983-7612,0
176,경찰서,경찰서,27230,3145024,대구광역시 북구 동암로 130,대구강북경찰서,1096092.87,1772387.764,182,0
179,경찰서,경찰서,27200,3144003,대구광역시 남구 대명로 249,대구남부경찰서,1097862.968,1761176.683,182,0
182,경찰서,경찰서,27290,3147045,대구광역시 달서구 학산로 55,대구달서경찰서,1093350.888,1759826.252,182,0
185,경찰서,경찰서,27710,3148047,대구광역시 달성군 현풍읍 현풍중앙로 16,대구달성경찰서,1085720.222,1744308.367,182,0
188,경찰서,경찰서,27140,3142015,대구광역시 동구 반야월북로 209,대구동부경찰서,1110190.564,1764881.293,182,0
191,경찰서,경찰서,27230,3007022,대구광역시 북구 원대로 100,대구북부경찰서,1097718,1766080.472,182,0
194,경찰서,경찰서,27170,3007001,대구광역시 서구 국채보상로 249,대구서부경찰서,1095551.947,1764434.858,182,0
197,경찰서,경찰서,27290,4241053,대구광역시 달서구 달구벌대로259길 15,대구성서경찰서,1091084.056,1762327.567,182,0
200,경찰서,경찰서,27260,2007002,대구광역시 수성구 달구벌대로 2460,대구수성경찰서,1102174.721,1763002.836,182,0
203,경찰서,경찰서,27110,4223003,대구광역시 중구 경상감영길 55,대구중부경찰서,1098442.571,1764471.993,182,0
448,경찰서,지구대,27230,3145024,대구광역시 북구 동암로 171,강북지구대,1096484.006,1772415.155,053-380-3191,0
450,경찰서,지구대,27230,3145012,대구광역시 북구 구암로 157,동천지구대,1095441.966,1771095.01,053-380-3192,0
452,경찰서,지구대,27200,3144009,대구광역시 남구 양지로 100,동대명지구대,1097440.285,1762171.508,053-474-0112,0
454,경찰서,지구대,27200,3144007,대구광역시 남구 봉덕로 87,봉천지구대,1099354.158,1761501.749,053-475-0112,0
456,경찰서,지구대,27290,3147010,대구광역시 달서구 상인서로 36,상인지구대,1094403.822,1758011.725,053-638-0112,0
458,경찰서,지구대,27290,3147045,대구광역시 달서구 학산로 184,송현지구대,1094525.999,1760184.12,053-631-0112,0
460,경찰서,지구대,27290,3007013,대구광역시 달서구 월배로 108,월배지구대,1092723.293,1758012.32,053-632-0112,0
462,경찰서,지구대,27140,3007003,대구광역시 동구 대현로 126,남신암지구대,1100409.843,1765546.091,053-960-3304,0
464,경찰서,지구대,27140,4226058,대구광역시 동구 동대구로85길 53,동대구지구대,1101488.506,1764849.688,053-960-3316,0
466,경찰서,지구대,27140,3142042,대구광역시 동구 해동로 184,동촌지구대,1103694.61,1766156.422,053-960-3305,0
468,경찰서,지구대,27140,3142014,대구광역시 동구 반야월로 219,안심지구대,1109488.654,1764646.629,053-960-3314,0
470,경찰서,지구대,27140,4226391,대구광역시 동구 효목로19길 143,큰고개지구대,1102616.068,1765769.101,053-960-3309,0
472,경찰서,지구대,27230,3007023,대구광역시 북구 침산로 24,고성지구대,1098301.683,1765221.682,053-351-0112,0
474,경찰서,지구대,27230,3145036,대구광역시 북구 오봉로 122,노원지구대,1097407.156,1767406.829,053-357-0112,0
476,경찰서,지구대,27230,4235036,대구광역시 북구 경진로1길 50,복현지구대,1100874.277,1766998.488,053-959-0113,0
478,경찰서,지구대,27230,3145034,대구광역시 북구 연암로 114,산격지구대,1098797.622,1766994.906,053-957-0112,0
480,경찰서,지구대,27170,3007016,대구광역시 서구 고성로 83,비원지구대,1097072.919,1765749.474,053-608-3303,0
482,경찰서,지구대,27170,3007001,대구광역시 서구 국채보상로 260,서도지구대,1095648.15,1764343.767,053-608-3307,0
484,경찰서,지구대,27170,3007001,대구광역시 서구 국채보상로 117,이현지구대,1094246.144,1764112.098,053-608-3311,0
486,경찰서,지구대,27170,4229092,대구광역시 서구 달서로26길 1,평산지구대,1096725.955,1764616.532,053-608-3309,0
488,경찰서,파출소,27230,3145056,대구광역시 북구 한강로 103,관문파출소,1092137.088,1767126.56,053-380-3198,0
489,경찰서,지구대,27290,3147015,대구광역시 달서구 선원로 62,신당지구대,1090212.386,1762951.796,053-588-0112,0
491,경찰서,파출소,27230,3145031,대구광역시 북구 서변로 62,무태파출소,1098951.011,1769966.985,053-380-3193,0
492,경찰서,지구대,27260,3146002,대구광역시 수성구 고산로 150,고산지구대,1108956.863,1761484.95,053-600-6303,0
494,경찰서,파출소,27200,3144002,대구광역시 남구 대명남로 55,남대명파출소,1096122.57,1760371.65,053-653-0113,0
495,경찰서,지구대,27260,3146010,대구광역시 수성구 무열로 111,만촌지구대,1103718.185,1764133.497,053-600-6305,0
497,경찰서,파출소,27200,4232114,대구광역시 남구 두류공원로18길 1,대명파출소,1096618.834,1761384.042,053-625-0112,0
498,경찰서,지구대,27260,3007004,대구광역시 수성구 동대구로 313,범어지구대,1101584.852,1763022.017,053-600-6307,0
500,경찰서,파출소,27200,3144010,대구광역시 남구 현충로 51,서대명파출소,1097499.108,1760633.891,053-627-0112,0
501,경찰서,지구대,27260,3146008,대구광역시 수성구 들안로 54,상동지구대,1100903.081,1760355.121,053-600-6312,0
503,경찰서,파출소,27290,3351387,대구광역시 달서구 갈밭로 51,대곡파출소,1092945.974,1756799.816,053-662-6333,0
504,경찰서,지구대,27260,3146024,대구광역시 수성구 지범로 155,지산지구대,1102722.343,1759111.734,053-600-6315,0
506,경찰서,파출소,27290,3147031,대구광역시 달서구 월성로 69,월성파출소,1092855.577,1759854.109,053-635-0112,0
507,경찰서,지구대,27260,3146028,대구광역시 수성구 청수로 245,황금지구대,1102473.805,1761095.821,053-600-6318,0
509,경찰서,파출소,27710,3148002,대구광역시 달성군 가창면 가창로 1076,가창파출소,1101485.921,1756602.162,053-768-2312,0
510,경찰서,지구대,27110,2007002,대구광역시 중구 달구벌대로 2048,남산지구대,1098195.645,1763824.605,053-420-1304,0
512,경찰서,파출소,27710,4244144,대구광역시 달성군 논공읍 논공중앙로33길 7,공단파출소,1086168.262,1748641.162,053-615-5113,0
513,경찰서,지구대,27110,4223021,대구광역시 중구 국채보상로140길 16,동덕지구대,1099851.263,1764065.741,053-420-1306,0
515,경찰서,파출소,27710,4244502,대구광역시 달성군 구지면 창리로11길 51,구지파출소,1082662.993,1740730.014,053-614-4912,0
516,경찰서,지구대,27110,4223029,대구광역시 중구 국채보상로99길 12,서문지구대,1097851.061,1764407.143,053-420-1302,0
518,경찰서,파출소,27710,3007026,대구광역시 달성군 논공읍 비슬로 1788,논공파출소,1083264.562,1753456.885,053-611-3112,0
520,경찰서,파출소,27710,2007002,대구광역시 달성군 다사읍 달구벌대로 800-1,다사파출소,1086566.725,1763276.67,053-585-3112,0
522,경찰서,파출소,27710,3007026,대구광역시 달성군 옥포읍 비슬로 2294,옥포파출소,1087850.404,1755318.311,053-614-4312,0
524,경찰서,파출소,27710,3341006,대구광역시 달성군 유가읍 테크노상업로 99,유가파출소,1086898.766,1744607.143,053-614-2712,0
526,경찰서,파출소,27710,4244176,대구광역시 달성군 하빈면 달구벌대로55길 58-4,하빈파출소,1083179.753,1764781.16,053-582-0112,0
528,경찰서,파출소,27710,3148047,대구광역시 달성군 현풍읍 현풍중앙로 70,현풍파출소,1085507.701,1744786.942,053-615-0112,0
530,경찰서,파출소,27710,3007026,대구광역시 달성군 화원읍 비슬로 2480,화남파출소,1089448.421,1756257.588,053-632-0113,0
532,경찰서,파출소,27710,3148049,대구광역시 달성군 화원읍 명천로 100,화원파출소,1090993.831,1756705.538,053-632-1112,0
534,경찰서,파출소,27140,3142040,대구광역시 동구 파계로 546,공산파출소,1102205.197,1776414.41,053-960-3302,0
536,경찰서,파출소,27140,3142008,대구광역시 동구 동내로 120,동내혁신파출소,1111376.342,1765706.987,053-960-3706,0
539,경찰서,파출소,27140,3142033,대구광역시 동구 위남로 9,봉무불로파출소,1102852.699,1770665.273,053-960-3307,0
542,경찰서,파출소,27140,4226303,대구광역시 동구 팔공로197길 47,팔공파출소,1107446.43,1773931.269,053-960-3301,0
545,경찰서,파출소,27170,2007002,대구광역시 서구 달구벌대로 1737,내당4동파출소,1095267.98,1762821.327,053-608-3303,0
548,경찰서,파출소,27290,2007002,대구광역시 달서구 달구벌대로 1606,감삼파출소,1094122.62,1762192.311,053-563-0112,0
551,경찰서,파출소,27290,3147026,대구광역시 달서구 야외음악당로 202,두류3동파출소,1095475.926,1762386.483,053-651-0113,0
554,경찰서,파출소,27290,3147026,대구광역시 달서구 야외음악당로 280,두류파출소,1096142.337,1762732.169,053-624-0112,0
557,경찰서,파출소,27290,4241031,대구광역시 달서구 구마로39길 83-16,성당파출소,1094561.693,1761028.635,053-655-0112,0
560,경찰서,파출소,27290,2007002,대구광역시 달서구 달구벌대로 1327,성서파출소,1091434.547,1762104.03,053-583-0112,0
563,경찰서,파출소,27290,3147015,대구광역시 달서구 선원로 276,용산파출소,1092348.581,1762928.537,053-584-0113,0
566,경찰서,파출소,27290,3147027,대구광역시 달서구 용산로 212,죽전파출소,1093087.642,1762711.202,053-564-0112,0
569,경찰서,파출소,27260,4238444,대구광역시 수성구 파동로2길 30,파동파출소,1101304.16,1757485.401,053-600-6317,0
572,경찰서,파출소,27110,2007001,대구광역시 중구 중앙대로 382,중앙파출소,1098741.43,1763932.135,053-420-1311,0
675,경찰서,지방청,27260,3146011,대구광역시 수성구 무학로 227,대구광역시지방경찰청,1102388.043,1759821.242,182,0
256,고용,고용센터,27230,2145001,대구광역시 북구 칠곡중앙대로 318,대구강북고용복지플러스센터,1094485.508,1770214.357,053-606-8000,0
257,고용,고용센터,27260,3007004,대구광역시 수성구 동대구로 392,대구고용복지플러스센터,1101788.082,1763785.602,053-667-6000,0
258,고용,고용센터,27140,3142028,대구광역시 동구 아양로 22,대구동부고용복지플러스센터,1100802.509,1765558.804,053-667-6900,0
259,고용,고용센터,27710,4244145,대구광역시 달성군 논공읍 논공중앙로34길 1,대구달성고용복지플러스센터,1086280.064,1748572.426,053-605-9510,0
260,고용,고용센터,27170,3143006,대구광역시 서구 서대구로 9,대구서부고용복지플러스센터,1095410.767,1762985.621,053-605-6500,0
287,고용,위원회,27260,3007004,대구광역시 수성구 동대구로 231,경북지방노동위원회,1101539.967,1762188.323,053-667-6500,0
301,고용,지방청,27260,3007004,대구광역시 수성구 동대구로 231,대구지방고용노동청,1101539.967,1762188.323,053-667-6200,0
313,고용,지청,27290,3007031,대구광역시 달서구 화암로 301,대구서부지청,1091897.295,1756954.833,053-605-9000,0
6,관세,세관,27290,3007031,대구광역시 달서구 화암로 301,대구세관,1091897.295,1756954.833,053-230-5114,0
41,관세,지소,27290,3007031,대구광역시 달서구 화암로 301,수출입기업지원센터,1091897.295,1756954.833,053-230-5114,0
101,국세,지방국세청,27290,3007031,대구광역시 달서구 화암로 301,대구지방국세청,1091897.295,1756954.833,053-661-7120,0
114,국세,세무서,27200,3144003,대구광역시 남구 대명로 55,남대구세무서,1096053.68,1760866.982,053-659-0200,0
